p1_good	p2_good	p3_good	p4_good	p5_good	p6_good	p7_good	p8_good	p1_poor	p2_poor	p3_poor	p4_poor	p5_poor	p6_poor	p7_poor	p8_poor
203134_at	540.8	255.2	488.6	376.3	240.2	138.8	202.4	212.1	119.4	196.5	555.2	265.3	234.4	436.3	113.6	314.9
203135_at	984.4	1185.8	1430.7	950	1448.6	1469.8	1090.2	1374.4	896.6	998.2	1523.1	853.9	1275.6	1449.2	664	1182.2
203136_at	2920.3	2503.5	1587.9	3375.1	3734.6	2272.8	2220.1	2306.9	4689.7	3746.7	2737.7	7352.3	2477.6	3921.3	3414.3	4492.7
203137_at	9957.8	2839.3	4349.3	4398.9	3683.5	3278	3690.4	3516.3	10315.8	7643.4	3911.6	3855.5	5040.8	3726	3388.8	3419.9
203138_at	2479.7	1021.9	2833.2	2213.8	1869.1	1456	1723.2	2053.8	1471.9	655.5	2084.8	1262.1	2183.4	2231.9	690.9	916.1
203139_at	253.3	379.5	355.3	271.9	239.4	273.8	253.6	201	367.5	854.4	214.4	392.4	323.5	100.6	596.7	558.9
203140_at	3006.2	2497.7	3383.1	1619.4	1512	2238.4	1572.4	2961.1	1497.1	2161	1457.8	1957.6	1136.9	2884.4	1163.4	1831.6
203141_s_at	248.3	355.2	498.4	394.4	484.5	333.9	378.6	438.5	458.2	448.1	450.1	293.4	359.3	453.7	351.7	300.9
203142_s_at	2731.3	6289.5	16218.8	13750.4	3085	7491.5	9884.1	3194.4	1854.8	1567.4	2359.1	3955.9	4093.6	16434.1	2216	3099.1
203143_s_at	750	6167	4173.9	4619	5088.3	4168.4	3957.1	3697.4	1485.6	1375.9	6406.5	3090.5	4407.2	7332.3	3322.4	6868.3
203144_s_at	272.9	1084.6	965	559.2	928.5	1233	1158.3	890.5	357.5	87.2	1261.5	1038.8	896.9	1806.7	1319.7	1613.4
203145_at	202	175.5	230.3	192.9	116.6	228.3	149.4	317	366.3	354.5	218	272.7	272.3	129.3	154.6	246.6
203146_s_at	2185.3	3236.4	1351	2099.6	3062.9	2284.3	1774	2443.3	2032.9	4273.7	1663.3	1920.4	1845.7	996.1	4752.7	3563.2
203147_s_at	477.3	449.2	828.5	837.5	565.2	974.5	820.1	847.9	428.9	444.3	604.6	1044.6	656.4	954.5	751.6	898.5
203148_s_at	605.8	566.4	1134.1	996.9	591.2	956.1	1089.5	1328.2	38.6	74.4	806.3	1126.8	1070.4	1418.2	735.5	777.6
203149_at	352.9	524.1	398.3	329.5	357.7	335.2	506.9	451	582.2	897.1	319.7	235.5	388.7	350.1	712.2	554.4
203150_at	333.7	503.9	326.7	356.7	599.6	368.5	401.2	727.3	73.4	1004.6	518.6	450.5	573.9	656	535.5	655.6
203151_at	322.1	411.1	356.4	192.5	165.4	444.4	283.9	328.2	602.3	876.8	230.9	518.3	278.8	232.5	527.6	1026.4
203152_at	702	993.4	1675.7	1707	1787.8	983.3	1543	1370.8	698.3	725.2	2021.3	1713.9	1697.6	1872.3	871.7	1322
203153_at	12.3	32.8	42.2	32.6	21.6	26.6	25.3	17.7	20.3	79.2	407	27.6	26.2	367.4	29.3	357.4
203154_s_at	70.9	75.4	97.6	126.6	121.1	76.9	112.5	112.9	472.6	228.1	132.1	83.8	65.5	125.9	209	151.6
203155_at	773	1167.8	992.8	1159.2	1024.8	802.4	689.7	937.8	598.7	677.2	879	661.2	1093.7	1091.1	1207.5	1260
203156_at	5554.6	7308.4	9967.2	9618.6	6822.5	7916.6	7299.8	6833	4047.6	4307	8726.1	4630.2	9213.5	9887.1	4241.3	6094.3
203157_s_at	813.8	1415.6	1631.9	1648.7	1654.2	1696.3	2072.2	1657.4	362.1	1106.3	1844.3	1226.4	1894.1	2032.1	1583.1	2557.8
203158_s_at	1686.6	2496.1	3296.8	2718.2	3321.4	3534.7	3243.7	3195.1	908.2	955.8	3168.8	2189.2	3325.2	2898.1	2373.9	3536.6
203159_at	1404.7	2728.5	4843.9	3665.1	5045.2	3897.9	4812.7	4946.3	1102.5	1872.9	4807.1	1944	4714.6	5104.2	2699.9	3984.5
203160_s_at	627.4	996.8	764.2	622.5	656.3	518.4	794.2	923.8	557.3	994	857.1	637.4	719.4	831.6	877.1	904.3
203161_s_at	20.8	35.7	34.1	15.4	17.7	15.5	48.4	38.6	32.8	100.9	12.9	34.1	25.8	9.8	23	35.7
203162_s_at	528.6	582.4	525.3	656.3	672.8	715.7	534.8	482.2	491.3	1063	410.1	702.5	538.4	659.5	761.3	840.2
203163_at	6.7	76.9	81.6	152.4	109.4	29.9	101.6	183.7	38.3	37	74.6	210.9	51.7	103.2	171.5	239.9
203164_at	1042.6	1601.2	1215.4	950.3	1020.7	1194.9	1369.7	1313	502.9	577.7	1254.6	776.6	680.2	1313.2	981.1	792.4
203165_s_at	265.7	341.6	421.1	330.5	285.5	378	411.9	190.9	175.8	392.5	334.4	271.4	377.2	389.8	361.1	290.4
203166_at	604.9	701.7	714.8	873.4	981.3	1030.1	1114.2	802.1	383.9	465.1	1073.7	691.2	831.2	814	710.7	755.5
203167_at	532.7	165.4	34.7	126.6	347	38.9	32.6	47.1	791	341.3	76.6	161.2	381.6	17.2	572.9	303.1
203168_at	1390.9	1611.4	1342.6	1167.5	1238.1	895.5	1707.7	1089.6	1274.5	1091.9	1018.6	1290.6	1121	964	1753.9	1728.3
203169_at	880.5	1684.1	842.5	796.7	1083.3	910.2	1396.3	1244.9	1205.6	762.5	1117.7	1187.9	1061.9	1061.8	1318.3	1512
203170_at	136.6	73.5	314.1	180.4	159.6	217.2	325.6	35.9	187.1	245.9	94	184.3	204.3	159.7	201.8	264
203171_s_at	740.1	538.9	528.3	559.4	627.6	663.1	337.7	536.7	965.9	775.9	811.4	623.1	803.3	733.4	401.2	822
203172_at	181.6	189.4	185.1	300.4	238.5	370.4	150.3	41.4	369.7	176.9	284.3	152.6	315.5	279.4	43.4	313.8
203173_s_at	449.4	662.3	539.5	748.8	759.1	897.1	936.5	625.6	165.6	124.6	620.1	640.8	720.5	891.4	697.4	603.9
203174_s_at	299.3	597.6	502.6	446.7	615.9	587.3	340.9	420.6	532.6	826.4	454.6	406.2	319.2	612.4	981.3	582.8
203175_at	1411.9	1079.9	889.4	808.5	1146.3	925.6	790.3	894.1	3108.1	3161.7	1129	1775	1151.2	800.2	2365.5	2353
203176_s_at	1364.2	1120.2	983.9	1217	1071.2	1190	1131.3	1279.6	1548.3	1277.8	1010.6	1051.9	1080.7	1214.4	959.3	952.1
203177_x_at	1780.7	1110.6	1508.4	1341.6	1078.7	1326.8	1263.8	1043.5	1960.7	1533.5	1402.5	1735.4	1801	1826.2	996	993.6
203178_at	353.2	179.4	321.8	27.9	529.5	148.2	548.7	511.4	272.3	478.3	676.2	931.3	880.5	677.1	956.7	754.6
203179_at	525.7	906.3	662.5	712.7	722.5	765.7	622.6	796.5	550.4	856.4	611.9	651.1	731.7	500.2	951.9	941.9
203180_at	27	12.7	13.7	3.6	14.5	25.2	25.9	13.3	21.1	32.9	11.3	32.9	12.5	9.8	28.5	84.7
203181_x_at	1350.5	1527.7	916.5	1172.6	1540.6	1329.3	1120.7	1888.2	1290.3	507.8	1801.8	923.3	796.1	899.8	1397	827.7
203182_s_at	3190.8	4192.1	3007.2	2028.3	2565.3	2068.2	2748.6	2432.3	2273.6	1263.1	5609.8	2038.7	4240.7	3103.3	2608.9	1992
203183_s_at	510.3	911.6	380.8	477.8	444.7	557.9	516.4	687.7	1347.2	1738.8	560.4	803.9	485.2	663.9	1273	1265.1
203184_at	139.9	50.3	79.6	112.4	24.6	145.5	97.6	155.6	222.9	61.4	62.3	276.3	106.4	89.8	231.5	217.6
203185_at	2101.3	2177.5	2463.9	2295.7	2057.8	2420.7	2300.3	2005.3	2921.5	1724.7	4279	3178.5	3703.9	2510.4	2918.3	3332.2
203186_s_at	6982.9	3415.7	2634.8	6369.8	8307	4561.2	3969.9	4542.1	2580	2913.3	8875.8	9032.6	13585.5	2156.4	5039.9	16612.9
203187_at	181.4	465.6	264.1	291.2	183	197.9	238.7	283.3	590.7	1027	357.8	744.4	380.1	185.8	775.4	629.6
203188_at	449.7	645.3	608.4	530.7	422.7	639.2	550.1	491.6	580.8	660.5	421.4	741.6	555.5	568	669.6	798.1
203189_s_at	99.6	195.6	70.4	187.1	311	35.5	107.7	53.1	128.6	51.1	178.6	441	98.3	279.1	252.6	349.5
203190_at	608.8	884.7	454.1	554.8	960.5	639.5	611.7	937.3	1027.1	1086.4	729.8	1259.3	765.2	880.6	1347	1061.2
203191_at	8.1	10.1	6	13.2	21.4	14	10.7	18.1	11.7	84.5	13.2	13	13.1	7.5	14.7	15.3
203192_at	120.3	354	46.6	174.4	67.2	222	281.2	149.9	87.4	805.8	167.5	45.9	237	191.5	91.2	68.5
203193_at	142.2	94.9	128.8	116.8	220.3	341.1	310.6	479.3	400.4	383.9	337.5	374.4	56.3	227.5	448	450.5
203194_s_at	456.2	642.8	566.7	679.1	787.3	631.3	455.3	780.3	617.7	715.7	550.2	741.2	689.3	757.3	721.2	770.4
203195_s_at	434	682.4	597.8	408.8	922	716.1	663.8	914.2	813.8	644.3	623	442	618.7	888.7	918.6	678
203196_at	422.1	536.5	409.1	287.9	424.2	652.9	730.4	391.6	154.4	135.3	325	480	797.3	619.6	306	261.8
203197_s_at	934.7	1824.8	1320.4	1994.3	1447.4	1355.9	1310.4	1574.1	1119.7	641.3	1779.8	2107	2575.5	1630.6	1806.7	1668.3
203198_at	412.6	770.1	315.2	522.5	335.2	482.3	469	432.1	980.1	1087.2	387.6	500.7	571.7	451.3	700.2	1154.8
203199_s_at	582.4	467.4	514.7	549.3	713.4	560.4	554.7	465.2	722.8	1048.2	694.7	808.7	612.9	635.7	915.3	766.1
203200_s_at	1431	1178.5	1951.4	2130.8	1978.2	1911.5	1305.8	3273.3	1719.7	1169.2	2681.2	1338.8	1678.6	2352.9	995.4	1863.3
203201_at	274.2	481.3	376.4	372.8	654.4	277.1	291.9	453.4	600.7	368.4	529.5	550.3	406.5	688.9	331.1	545.4
203202_at	2021.2	2012.6	2180.4	1283.5	1247.6	1766.1	1493.4	1300.8	1633.9	931.2	1359.7	856.7	1684.6	1631.3	1132.9	1659.1
203203_s_at	1539.6	1306.5	1311.5	1048.7	861.3	752.1	1225.5	630.9	1773.2	1306.2	774.5	1146.7	1429.9	749.4	939.2	761.6
203204_s_at	386.8	542	466.5	393.8	392.2	588.1	430.4	531	1039	1055	508.4	604.3	545.5	480.4	738.4	863.9
203205_at	809.4	1273.5	916.8	532.5	747.4	668.2	688.2	678.1	934.7	1703.5	799	711.8	741.4	898.3	1296.8	1250.5
203206_at	2420.1	3761.1	2291.9	3240.9	1582.8	2100.8	2421.9	2318.8	5422.7	5597.9	2114.7	3065.6	1658.9	1585.5	3752	4704.1
203207_s_at	304.6	224.5	208.9	327.4	285.9	92.1	310.5	30.1	152.3	176.1	401.9	155.1	281.5	405.6	319.9	409.1
203208_s_at	279.2	178.6	348.8	235	304.7	171.6	207.2	148.9	187.8	254	313.6	233.9	572.6	437.7	311.6	241.3
203209_at	322.5	1242.1	990.2	524.6	636.7	915.4	663.4	881.8	653.8	1044.9	1043.5	769	1181.6	951.2	971.5	1146.9
203210_s_at	368	904.4	686.9	495.5	473.2	523.8	361.7	420.6	362.8	618.4	767.5	513.3	841.3	828.5	635.1	803
203211_s_at	442.4	350.1	710.4	549.4	615.8	576.4	434.8	506	634.1	762.6	615.2	473.1	888.2	335.2	567.4	526.2
203212_s_at	665.3	428.5	499.5	450.3	453.1	418.3	504.7	484.4	737.8	146.6	365.4	398.9	534.9	288.1	138.9	95.9
203213_at	75.7	107.9	72.4	54.8	43.8	152	29.2	104.4	53.4	192.7	7.5	22.6	64.2	18.5	117.8	72.6
203214_x_at	190	144.8	161.2	172.6	162.3	182.3	166.9	307.4	306.2	331.6	150.2	257	146	93.6	362.4	251.5
203215_s_at	16.7	23.9	14.9	10	9.1	18.5	21.8	29.3	22.5	63.3	8.3	12.6	13.6	8.5	17.1	20.7
203216_s_at	89.4	90.5	104.9	10.4	11.3	11.5	80.3	19.4	88.7	414.2	20.8	78.4	63.6	66.6	192.5	181
203217_s_at	3414.8	3063.8	4459.1	4321.5	3146.1	4124.4	6643.1	3922.9	5621.7	3483.6	5078.5	5381.3	4581.9	4050.6	3739.5	4173.4
203218_at	1004.4	1036.8	1526.6	1261.3	1178.8	1257.5	1295.9	1447.9	861.4	1018.7	1413.7	1025.6	1527.9	1153.9	1257.3	1234.2
203219_s_at	475.6	1498.3	527.7	890.3	859.6	1098.1	615.5	560.8	1481.8	1153.4	533.6	1548.9	775.2	1064.6	2507.2	2045.6
203220_s_at	78	547.7	506	257.5	175.1	584.4	227.9	492	770.9	1076.9	391.9	650.5	702	390.5	1454.3	645.8
203221_at	752.8	3804.4	3944	1097.3	302.2	1535.2	617.5	2063.9	1169.8	2088.8	2789.2	1289.6	5830.1	2179.8	4885.7	813.1
203222_s_at	100.5	964	630.3	163.8	13.5	315.7	125.5	465.5	262.6	811.3	481.2	505.2	1517.8	329.2	1976.4	167.2
203223_at	757.1	438.1	561.8	477.1	576.7	412.3	380.8	814.4	416.9	224.9	875.6	506.5	518.8	651.8	443.6	513.8
203224_at	619.9	406	774.4	490.7	451.2	562.7	563.8	541.2	546.8	314.9	704.9	677.6	597.6	516.4	493.4	487.1
203225_s_at	214	314.1	231	215.1	355.2	244.3	318.4	228.2	324.9	394.3	294.5	349.3	340.5	425.5	177	285
203226_s_at	744.3	1694.1	1254.3	1509.9	1248.9	1560.2	1355.6	1231	724.2	1183.3	1114.6	1687.1	1405	1520.2	1816.6	2200.2
203227_s_at	851.6	2051.2	2626.7	2244.9	1399.7	1435	1821.3	1592.1	572	675.2	1419.5	1603	2299.6	2081.8	1298.9	1322.2
203228_at	185.1	373.3	270.5	435.3	349.6	579.1	347.1	393	104.6	186.9	560.2	694.2	76.7	520	336.6	255.3
203229_s_at	2622	3027.7	2774.4	2455.8	3321.9	2772.9	3138.4	3286.7	2132.5	2488.8	1996	3363.2	3261.1	2729.4	4503.1	4978.5
203230_at	1024.9	583.6	412.8	367.7	676.6	984.9	704	706.3	396	212.6	672.9	558.3	491.5	448.8	587.7	606.9
203231_s_at	1741.1	725.3	1349.5	1701.3	1302.5	2608.8	1630.6	1366.1	766.2	1363.2	727.6	846.8	444.9	2040.9	937.8	815.7
203232_s_at	2645.1	3012.2	6628.4	3261.3	2037.9	3390	6763.3	5976.1	1696.9	2573	3147.2	2267.8	2326.6	4753.8	3251.6	2485.7
203233_at	9357.4	25463.6	7006.8	7605.3	26901.2	19699.1	11659.4	27167.5	5772.3	9360.6	7434.5	11435.6	10287.1	11154.6	27834.6	4197.9
203234_at	21.4	24.9	30.1	16.2	42.1	112.2	33.3	104	29.4	146.7	47.2	130.6	68	70.8	56.9	41.4
203235_at	258.3	399.9	254.9	225.6	225.7	254.2	331.1	316.4	459.6	371.8	236.6	614.1	310.9	269.4	554.2	569.6
203236_s_at	717.5	1364.1	760.9	983.4	737.2	1119.3	822.5	990.9	888.8	1628.8	2108	1657.3	1135.9	1445.4	1827.1	2126
203237_s_at	22.5	27.4	31.4	30.8	115.1	72.2	83	32.3	53.4	120.7	33.5	37.2	25.1	25.3	40.2	79.3
203238_s_at	31.6	119.5	89.1	17	154.4	114	97.1	113.1	203.3	88.4	104.4	193.8	146.6	151	339.8	143.7
203239_s_at	308.4	401.6	258.4	357.2	369.3	376.4	216.9	315.5	709.8	858.8	383.7	531.8	360.5	329.8	1050.6	940.5
203240_at	73.7	245.9	362.7	284.5	62.5	348.1	61.7	150.8	247.9	338.2	42	445.7	559	58.8	719.3	164.6
203241_at	5434.6	3342.4	4541.6	3680.6	4776.2	3351.1	3841.3	5952.3	2431.7	4594	4283.3	3760.7	5225.4	4354.6	3375.9	1990.4
203242_s_at	230.3	150.7	156.6	138.1	304.5	217	246.7	164.9	184.2	255.8	199.6	92.1	51.7	216.6	292.2	333.9
203243_s_at	394.3	349.9	440.4	343.7	461.7	620.7	602.2	310.2	91.5	381.3	220.5	424.8	398.5	168	381.7	283.5
203244_at	923.3	1863	730.5	1046.5	1518.8	1432.1	930.7	1476.4	845.4	2009.2	966.2	824.4	754.5	1156	1089.3	884.2
203245_s_at	342.6	480.2	551.8	731.3	796.6	599.8	491.6	606.9	188.8	61.6	469.6	421.7	586.6	505.3	509.8	513.1
203246_s_at	827.8	1818.1	592.5	1079.5	1050	848.6	634.6	957.1	451	116.9	1254.7	1152	852.3	1747.4	393.9	2511.3
203247_s_at	3603.3	2391.1	2574.3	3159.4	2593.7	2961.8	2587.7	2444.1	2849.2	1891.3	2307.8	3143	2047.9	2246.7	2105.1	1689.5
203248_at	1917.6	1899	1831	2224.6	1639.7	2081.9	1460.3	1621	1769.3	1191.9	1377.7	1593.2	1505.4	1435.7	1404.1	1372.3
203249_at	1358.9	1584.7	1162.9	1356	2672.6	1944.3	1946.1	2042.5	1595.4	1710.5	2051.5	1748.7	1025.8	1916.3	2287.4	2920.1
203250_at	9082	3517.1	6498.2	4854.5	4335	4000.2	4556.8	4871.6	6612.4	5981.4	5470.7	3778.7	5756.9	5036.1	3964.3	3148.2
203252_at	148.5	720.8	121.9	260.6	372.9	295.3	119.7	288.2	307.3	215.9	502.2	430.8	475	475.9	639	1028
203253_s_at	2898.2	2075	2610.3	2178.6	1366.5	1689.6	2130.7	1239.3	1507.4	1581.3	1723.6	1330	3518.9	2339.7	1778.8	1422.9
203254_s_at	501.8	938.5	533.3	553.7	754.4	611.5	595.3	422.6	865.5	1355	1135.1	884.7	756.6	582.9	1343.7	1091.4
203255_at	2367.8	1719.3	2519	1867.9	1781.5	1897.5	2311.2	2855.9	1063.6	863	1725.6	1118.9	1785.9	1488.9	1349.1	790.5
203256_at	18.3	23.2	23.2	30.1	18	42.9	39.9	14.2	40.8	72.5	23.1	16.1	16.8	40.2	65	63.9
203257_s_at	368.8	861.9	783.3	583.8	692.5	939.5	543.3	809.3	38.6	116.1	1014.3	626.5	785.3	859.1	458.4	792.4
203258_at	743.6	1419.5	714.4	988	1230.1	890.5	751.4	814.4	1279.8	1997.4	2145.3	1995.9	1137.7	1146.7	1679.4	1928.9
203259_s_at	2537	2318.4	3312.6	3352.9	3766.6	4406.9	3706.8	3184.8	1154.5	1815.6	3080.4	2039.9	2934.2	3017	1715	2117.7
203260_at	124.8	166.5	238	114.3	193.8	365.5	258.9	176.7	174.5	451.1	146.9	263.7	192.6	176.5	374.3	215.6
203261_at	3474.5	1498.1	2309.5	1598.6	1402.3	1297.1	1799.2	1673.1	2669.5	2833.1	1372.4	1460.6	1831.2	2415.4	1557.6	2078.2
203262_s_at	975.9	1373.2	651.4	839.3	1367.8	1067.6	782.7	923	1117.3	1429.5	1076.7	1469.6	915.9	888.6	1346.9	1314.1
203263_s_at	428.8	440.3	465.1	600.6	250.6	629.2	504.9	478.3	538.5	153.8	571.7	509.7	553.5	456.8	772.9	705.5
203264_s_at	452.6	713.6	574.2	729	520	739.4	796.3	757.4	602.8	277.7	736.8	760.3	805.8	869.4	1232.6	1218.4
203265_s_at	1054.4	857.7	690.7	775.3	1139.8	722.3	941.4	1021.3	792.9	746.2	721.5	707	600.1	791.1	1009.7	579.9
203266_s_at	1108.5	1266.8	1114.5	922.8	1424.5	1320.3	1178	1351.9	906.3	814.9	938.3	943.9	1143.2	1031	1031.5	1041.4
203267_s_at	217.3	613	186.7	557.8	578.7	462.8	315	389.2	468.9	660.9	386.9	825.4	470.3	393.4	866.1	1043.1
203268_s_at	528.4	623.6	579.5	901.7	670.6	745.1	635.6	797.8	776.2	589	478.8	494.9	761	468.4	1059.8	1123.6
203269_at	1668.9	2314.1	1915.4	2487.9	2248.2	2325	2757.3	2111.4	1162.1	1286.3	1665	1383.6	3083.7	2492.9	1673.6	1541.2
203270_at	45.7	357.1	206	261.8	393	448.7	320.2	372	71.8	61.1	188.4	344.2	117.5	268.1	384	446.7
203271_s_at	110.1	830.9	96	322.7	283.7	271.5	40.3	193.3	92.2	162.6	589.9	434.7	368.5	491.2	451	183.7
203272_s_at	286.9	649.8	310.5	565.3	455.3	395.1	313.4	473.7	572.4	643	468	937.4	457.5	531.4	416.6	651
203273_s_at	240.7	974.4	497.9	664.3	528.5	567.5	416.9	625.3	821	667	540.6	652.4	603.3	653.6	817.6	908.7
203274_at	2003.1	2475.5	1407.1	2389.4	3055.1	2390.5	1670.1	2690.6	2404.3	2685.7	2406	3754.9	2199.2	2304.5	4543.9	3512
203275_at	1171.2	3215.4	3304.2	2631.8	3466.8	2128.6	2400.8	3792.2	674.3	1839.7	4765.2	1743.4	4091.1	3313.4	3847	5239.5
203276_at	1281.7	697.9	884.9	936.2	898.9	581	624.2	520.7	852.5	876	760.3	248.4	966	763.8	558.9	513
203277_at	790.5	965.8	745.8	942.8	1007.4	841.7	944.6	905.3	457	796.7	729.1	840.1	790.4	800.5	1161.1	1015.8
203278_s_at	1677.1	1924	2272.1	1584.9	1678.6	1656	1798.8	1919.1	1788.4	2329	1834	1754.9	2161.8	1762.5	2945	2444.3
203279_at	3394.3	3385	6309	6060	6245.4	4997.6	3621.3	5608.6	3391.4	3319.6	3934.8	4816.4	5075.3	9972.4	4366.1	2749.4
203280_at	677	859.5	430.1	949.9	1156.1	682.7	709.5	929.8	1210.1	528.6	533.2	813.9	626.5	680.1	1177.1	849.9
203281_s_at	369.7	1891.3	414.5	742.7	1062.9	774.3	781.1	914.5	1508.1	2414.7	717.7	1158.7	533.5	321.2	3157.6	1578.2
203282_at	1058.2	1679.7	1985.8	1307.2	1201.3	916.8	1407.4	1202.1	541.3	716.8	1364.3	750.5	1643.6	1501	920.1	866.6
203283_s_at	251	338	983.2	787	368.8	554.4	461.1	417.7	424	592.8	184.1	548.9	497.3	1002.3	561	296.7
203284_s_at	1180.3	873.6	4141.7	3743.1	2526.6	2996.1	2208.3	2701.4	760.8	555.8	1381.4	3288.8	2156.8	6168.2	1480.5	975
203285_s_at	1070	823.5	3432.3	3448.7	1771.5	2642.5	2262.6	1795	1045.1	865	566.8	3317.1	1516.5	2527.9	749.7	718
203286_at	3629.4	7809	4846.2	3474.4	5018.1	5251.8	4053.1	5095.1	3916	3683.6	7949.8	2166.2	4291.6	5456.6	5264.8	6797.7
203287_at	303.5	356.1	198.4	248.6	309.4	221.1	333	334.7	763.3	1117.4	118.2	613.5	356.5	273.4	757.6	886.6
203288_at	2609.6	2054.9	1530.9	1903.2	2528.4	2272.1	2201.9	2450.2	1570.6	1873.5	1567.8	1015.5	1821.5	1393.9	1710.7	1496.9
203289_s_at	40.5	250	91.3	99.7	228.4	85.4	58.4	219.2	223.4	450.6	202.6	518	169.8	354.5	715.2	708.9
203290_at	8026.1	9922.6	87.1	12039.4	297.5	14646.4	9585.4	17959.5	8991.2	7629.3	216.9	550	91.2	10159.1	8157.8	18459.9
203291_at	984	1392.9	1210.5	1013.6	1285.8	1076.4	1320.5	1304.2	854.9	771.5	800.8	684.9	853.7	1056.3	726.7	1046.2
203292_s_at	1105.8	895.9	844.6	772.7	1101	874.3	950.1	967.1	1349.5	1546.9	697.1	963.5	1229.1	902.7	1673.2	1238.7
203293_s_at	556.8	621.7	837.3	1272.7	866.2	489.9	750.1	777.9	346.6	99.8	645.1	518.7	761.1	1005.6	406.8	625.5
203294_s_at	280.6	410.3	782.2	1090.1	282.9	521.3	938.7	498.3	180.1	126.9	426.2	154.2	671	649.6	141.8	270.1
203295_s_at	14.9	15.3	56.2	31.2	115.9	49.2	106	112	140.5	75.1	49.5	29.2	21.2	85.9	58.8	66.4
203296_s_at	92.2	58.7	14	73.2	39.6	88.6	110.2	120.4	79.7	133.4	63	130.8	2.6	38	110.7	84.5
203297_s_at	3252.1	2163.6	4316.3	1806.2	3566.9	3709.9	2515	4842	2840.9	4075.7	2457.3	2746.8	2446.8	2778.9	3595	3011.3
203298_s_at	2202.6	1883.1	2697.5	1431.7	1728.1	1801	2066.7	2406.9	1577.7	2125.8	1969.4	1922.6	1053.7	1872.1	1810.3	1551.5
203299_s_at	232.4	426.7	471	690.2	321.3	461.6	666.7	488.6	303.8	280.5	393.3	518.7	597	441.9	390.3	384.4
203300_x_at	754.1	2245.7	1077	1715.2	1544.1	1390.9	1215.1	1546.3	938.2	1076.8	1142.1	1046.8	2167.1	1302.9	1588	2733.2
203301_s_at	4375.2	3480.9	5681.7	4112.2	3395.8	4542.8	5604.6	3613.4	3025.7	2862.2	2598.4	2978.6	2998.2	2889.4	3316.2	2876.2
203302_at	1690.6	2888.2	7153.6	4821.3	3590.5	4263.3	5442.2	3502.5	1230.8	1194.4	4008.1	3248.8	4319.2	4192.5	2628.5	2479.1
203303_at	3185.4	2994.8	4122.7	4193.4	2165.5	4073	2966.4	2805.3	3096.5	2486.8	1937.9	3158.8	3698.2	2221.5	1884.3	2069.8
203304_at	177.6	173.7	235.2	223.1	118.6	217.4	125.8	118.2	231.5	570.5	193.2	341.7	122.4	210.1	385.6	266.3
203305_at	355.7	498.1	322.4	337.1	275.4	407.7	246.7	394.1	359.8	637	217.3	385.2	263.8	319.2	520.2	422.9
203306_s_at	1170.4	1906.3	2613.8	2256.7	2141.9	1797.2	2334.9	2247.6	699.4	872.7	1793.7	2083.2	2326.9	3123.9	1483.7	1458.3
203307_at	465	495.3	369.9	385.6	541.9	569.8	424.2	513.2	564.9	606.5	346.7	606.7	435.2	372.4	353.6	548.1
203308_x_at	412.4	818.7	487.9	546.8	724.9	567	584.9	546.3	617.2	1189.7	716.2	825.1	388.6	676.8	1561.7	938.6
203309_s_at	647.1	789.1	528.1	533.4	512.5	717.4	481.5	626.8	633.2	694	524.2	713.5	488	555.1	829.7	669.8
203310_at	1807.3	1705.4	3446.4	2675.2	1453.8	1614.6	2564.7	1596.4	862.4	899.9	1909.3	1954.6	2543.4	2129.8	947.6	1053
203311_s_at	3516.8	4225.7	2627.8	3190.9	5708.1	3046.7	2648.8	3492.5	8161.4	5937.3	4346.4	6359.3	2958.5	2612.6	4437.9	3765.1
203312_x_at	6732.1	11587.1	8153.6	5952.3	10120.9	5949	7855.9	11265.2	8243.8	10109.9	7318.8	8941.6	8438.4	7436.7	7441.5	7006.8
203313_s_at	4444.7	1754.8	2296.3	3033.1	2296.1	1992.6	3213.3	2190.3	3369.1	2930.2	1512.4	2237.3	2481.6	3131	1878.9	1786.6
203314_at	696.1	1286.9	490.1	675.8	926.9	1006	588.5	588.1	1207.2	1382.7	658.9	1491.7	1226.6	601.8	969.2	1839.6
203315_at	5817	5992.3	6250.4	8799.2	5125.5	6843.8	7828.8	6632.1	5359.2	5282.8	1716.9	5165.4	2680.4	5601.7	7699.8	2183.4
203316_s_at	7779.2	7619.6	7803.6	7652.5	6521.8	5808.8	6326.4	6877.8	5907.7	3922.2	6971.2	6862.1	7781.7	7787.5	3366.9	3870.4
203317_at	704.3	1274.8	1126.9	1628.1	1249.7	823.8	559.4	950.2	998.2	1881.5	1471.7	1209.8	1322.4	1659.4	3953.4	3122.1
203318_s_at	2645.9	1896.1	2007.6	2233.6	2323.8	2201.4	2183.1	2555.1	1396.5	1316.9	1701.5	1774.6	1478.2	1665.7	1360.1	1231.5
203319_s_at	1673.6	1156.4	1158.8	1587.3	1291.6	1224.1	1306	1202.2	1041.7	1022	1020.5	1166.8	1010.6	1212.9	848	765.5
203320_at	4200.7	1615.9	866.9	1488.5	1533.2	789.2	926.2	1035.5	3985.8	2332.7	1099.6	1235.3	1245.3	808.6	927.5	1187.5
203321_s_at	2558.9	941	662.7	1159.8	812	1186.8	1368.8	790.2	3378.4	2503.8	1054	969.3	390.6	867.5	1331.8	1015.8
203322_at	5065.8	1059.9	961.9	1798	1375.9	1516.8	2060.9	1199.2	4958.9	3142.6	1648.6	1683.2	730.1	1799.7	1385.2	1119.4
